Системная медицина,"Системная медицина — подход к диагностике и терапии , основанный на сравнении молекулярно-биологических маркеров с патофизиологическим процессом заболевания . Подход"
Танатология,"Танатоло́гия ( от др.-греч . θάνατος — смерть и λόγος — учение ) — раздел теоретической и практической медицины ,"
Tomato effect,"Эффект помидора — психологический эффект , когда полезное считается бесполезным или даже вредным ( по аналогии с эффектом [ плацебо"
Токсикоз,"Токсико́з , интоксикáция ( греч . τοξικός — ядовитый ) — болезненное состояние , обусловленное действием на организм экзогенных токсинов"
Традиционная китайская медицина,"Традиционная китайская медицина ( ТКМ , англ . Traditional Chinese Medicine , TCM ) — система современных учений и практик"
Traditional Knowledge ( электронная библиотека ),"Traditional Knowledge — индийская электронная библиотека , посвящённая традиционным знаниям , в частности , о лекарственных растениях и составах ,"
Синдром Шерешевского — Тёрнера,"Синдро́м Шереше́вского — Тёрнера — хромосомная болезнь , сопровождающаяся характерными аномалиями физического развития , низкорослостью и половым инфантилизмом . Моносомия"
Урофагия,Урофагия ( от лат . ūrīna — моча и др.-греч . -φαγία ( φαγεῖν ) — питаться ) — употребление
Вагинопластика,"Вагинопластика или кольпопластика — пластика влагалища . Производится женщинам , повредившим при родах промежность , вагину , или в целях"
Венерология,"Венерология — область медицины , изучающая инфекции , передающиеся половым путём , или иначе венерические заболевания . Венерология ( лат"
Ветеринария,"Ветерина́рия ( от ветеринар ) — отрасль науки , которая занимается профилактикой , диагностикой и лечением болезней , а также"
Дарсонвализация,"Дарсонвализа́ция — методика физиотерапевтического воздействия на поверхностные ткани и слизистые оболочки организма человека импульсными токами высокой частоты , относится к"
Перевёрнутые асаны # Випарита Карани,"Перевёрнутые асаны ( антигравитационные асаны , королевские асаны хатха-йоги ) — асаны , при которых положение таза находится выше головы"
Колдовство,"Колдовство́ ( чародейство , ведовство , волхование , волшба , волшебство ) — занятие магией как ремеслом , при котором"
Синдром отмены,"Синдро́м отме́ны , реа́кция отме́ны , или состоя́ние отме́ны , — реакция организма , возникающая при прекращении или снижении приёма"
Вобэнзим,"Вобэнзи́м — лекарственное средство , комбинация протеолитических ферментов животного и растительного происхождения с добавлением рутозида . В ряде стран ,"
Синдром де ля Шапеля,"Синдро́м де ля Шапе́ля ( de la Chapelle syndrome , синдром XX у мужчин , XX-извращённый пол ) — назван"
Синдром Свайера,"Синдром Свайера ( англ . Swyer syndrome ) , или Женская гонадальная дисгенезия ( англ . XY female gonad dysgenesis"
Рецепт,"Реце́пт ( от лат . receptum — взятое , принятое , от лат . recipio — принимаю , получаю )"
